account,stage,amount,creationDate,closeDate,practice,offer,sector,segment,director,manager,source,competitiveness,code
account680,1,85000,1/9/17,1/9/17,practice1,offer54,NA,NA,director74,manager84,NA,NA,SGC
account182,0,118600,26/4/17,26/4/17,practice3,offer20,sector6,segment19,director111,manager35,source2,NA,TCC
account326,0,65000,26/4/17,10/5/17,practice4,offer44,sector1,segment6,director39,manager73,source2,NA,ESC
account77,0,100000,26/4/17,16/5/17,practice4,offer8,sector4,segment10,director61,manager11,source2,NA,AHH
account692,0,30000,26/4/17,23/5/17,practice1,offer10,sector8,segment43,director51,manager303,source2,NA,SWA
account37,0,100000,26/4/17,16/5/17,practice4,offer51,NA,segment28,director113,manager68,source2,NA,AGS
account56,1,15000,30/11/16,14/12/16,practice1,offer10,sector1,segment6,director5,manager11,source2,NA,ABS
account253,0,150000,30/11/16,25/2/17,practice3,offer36,sector4,segment19,director134,manager291,source2,NA,DHV
account800,0,47163,16/2/17,17/7/17,practice2,offer25,sector3,segment4,director162,manager71,source2,NA,WPC
account290,1,88900,16/2/17,8/3/17,practice1,offer8,sector1,segment14,director150,manager247,source2,NA,FDT
account548,0,400000,28/11/16,27/4/17,practice4,offer46,sector4,segment19,director85,manager265,source7,NA,DOH
account188,1,7500,28/11/16,29/11/16,practice3,offer33,sector3,NA,director44,manager82,source2,NA,CVV
account755,1,9300,13/7/17,20/7/17,practice1,offer54,NA,segment25,director85,manager152,source2,NA,UOW
account13,1,26100,13/7/17,13/7/17,practice1,offer41,sector8,segment42,director28,manager49,source2,NA,ALO
account220,1,113200,14/7/17,1/8/17,practice1,offer11,NA,segment41,director26,manager73,source2,NA,DII
account220,1,160000,14/7/17,8/8/17,practice4,offer50,sector8,segment41,director26,manager199,source11,NA,DII
account220,0,70000,13/12/16,18/1/17,practice4,offer51,sector3,segment41,director135,manager161,source2,NA,DII
account784,1,10200,22/11/16,6/12/16,practice3,offer35,sector5,segment13,director159,manager28,source2,NA,VSA
account246,0,200000,22/11/16,28/3/17,practice1,offer8,sector3,segment14,director150,manager102,source2,NA,DOF
account197,0,50000,8/12/16,20/1/17,practice1,offer8,sector3,segment4,director51,manager101,source2,NA,CBA
account514,1,50500,9/12/16,12/12/16,practice3,offer36,sector5,segment13,director141,manager291,source2,NA,NDI
account287,0,80000,2/12/16,22/3/17,practice1,offer10,sector2,segment20,director22,manager99,source2,NA,DWD
account97,0,NA,6/12/16,7/3/17,practice3,offer34,sector5,NA,director9,manager72,source2,NA,DNU
account804,1,27000,17/9/16,9/11/16,practice1,offer10,sector5,segment16,director169,manager198,source2,NA,WIE
account543,1,10775,19/4/17,19/4/17,practice4,offer46,sector1,segment14,director115,manager203,source2,NA,IIN
account233,1,20400,24/1/17,8/2/17,practice2,offer25,sector7,segment12,director86,manager175,source2,NA,DOD
account496,1,8100,9/9/16,9/9/16,practice3,offer35,sector2,segment25,director54,manager108,source2,NA,MSH
account525,1,7272.72,21/11/18,21/11/18,practice4,offer50,NA,NA,director26,manager320,source2,Sole sourced,NTC
account278,1,32100,21/3/17,24/3/17,practice4,offer44,sector8,segment37,director82,manager154,source2,NA,DIN
account590,1,22500,21/3/17,5/4/17,practice3,offer36,sector8,segment42,director105,manager154,source2,NA,PLQ
account590,1,59700,21/3/17,5/4/17,practice3,offer36,sector8,segment42,director105,manager31,source2,NA,PLQ
account254,0,70000,21/3/17,5/7/17,practice4,offer44,NA,segment19,director26,manager181,source2,NA,DHS
account272,0,150000,24/1/17,28/3/17,practice1,offer9,sector1,segment45,director26,manager97,source2,NA,DPC
account251,1,425220,24/1/17,10/3/17,practice4,offer44,sector4,segment19,director113,manager109,source2,NA,DHA
account199,0,50000,24/1/17,17/2/17,practice4,offer44,sector5,segment19,director113,manager281,source2,NA,CSD
account580,1,7700,17/3/17,17/3/17,practice3,offer34,sector3,NA,director159,manager164,source2,NA,PEX
account771,1,69700,3/2/17,25/2/17,practice4,offer44,sector7,segment28,director26,manager296,source2,NA,VSO
account257,1,606776,26/4/18,7/5/18,practice4,offer43,NA,segment19,director143,manager165,NA,NA,HSF
account241,1,37900,12/8/16,17/8/16,practice3,offer36,sector2,segment20,director130,manager291,source2,NA,DED
account701,0,45000,12/8/16,20/10/16,practice4,offer44,sector4,NA,director113,manager97,source2,NA,FHF
account774,1,100000,24/8/17,25/10/17,practice1,offer44,NA,segment28,director26,manager212,source2,NA,VLA
account157,1,30000,24/8/17,11/8/17,practice1,offer54,NA,NA,director29,manager81,NA,NA,CGC
account749,0,100000,24/8/17,8/9/17,practice1,offer54,NA,segment25,director92,manager122,NA,NA,USY
account454,1,29780,15/2/16,22/2/16,practice1,offer10,sector3,segment40,director51,manager66,source2,NA,LGS
account248,0,10000,15/2/16,2/3/16,practice1,offer3,sector1,segment14,director51,manager152,source2,NA,DSA
account220,1,4500,15/2/16,15/2/16,practice4,offer50,sector1,segment41,director26,manager76,source2,NA,DII
account251,0,200000,15/2/16,19/4/16,practice4,offer44,sector4,segment19,director113,manager97,source2,NA,DHA
account37,0,518181.81,1/5/18,2/6/18,practice4,offer43,NA,segment28,director26,manager229,NA,NA,AGS
account487,1,7272.73,1/5/18,7/5/18,practice4,offer44,NA,segment1,director42,manager218,source3,NA,MCR
account200,1,20000,19/4/17,23/11/17,practice3,offer34,sector8,segment17,director17,manager141,source2,NA,CVA
account182,0,140000,19/4/17,19/4/17,practice1,offer8,sector6,segment19,director117,manager154,source2,NA,TCC
account541,1,NA,24/4/17,24/4/17,practice3,offer34,NA,segment27,director124,manager245,source2,NA,NUK
account249,0,95000,3/2/17,22/4/17,practice4,offer51,sector7,segment15,director160,manager14,source2,NA,FEW
account601,1,16000,3/2/17,1/3/17,practice1,offer10,sector3,segment44,director158,manager282,source2,NA,QIC
account37,1,0,24/4/17,28/11/18,practice4,offer44,sector7,segment28,director154,manager313,source2,NA,AGS
account541,1,NA,24/4/17,24/4/17,practice3,offer33,NA,segment27,director124,manager245,source2,NA,NUK
account440,1,0,5/1/17,8/4/13,practice2,offer25,NA,NA,director32,manager169,source2,NA,LCO
account625,1,NA,5/1/17,5/1/17,practice1,offer10,sector8,segment37,director158,manager107,source2,NA,RIO
account165,1,59700,5/1/17,5/1/17,practice4,offer44,sector5,segment23,director49,manager97,source2,NA,CAY
account784,1,55750,5/1/17,9/1/17,practice2,offer36,sector5,segment13,director159,manager237,source2,NA,VSA
account290,0,350000,5/1/17,7/2/17,practice4,offer50,sector1,segment14,director26,manager275,source2,NA,FDT
account448,0,6600,11/10/16,28/3/17,practice1,offer10,sector4,segment10,director169,manager305,source2,NA,MCH
account628,1,1300000,11/10/16,26/10/16,practice3,offer33,sector8,segment24,director36,manager308,source2,NA,RTA
account162,0,290000,11/10/16,4/11/16,practice3,offer33,sector3,segment40,director51,manager101,source2,NA,CBU
account279,1,150000,11/10/16,21/10/16,practice4,offer44,sector5,segment19,director1,manager11,source2,NA,DFC
account220,1,2650,11/10/16,11/10/16,practice1,offer10,sector8,segment41,director147,manager238,source2,NA,DII
account590,0,60000,10/10/16,21/2/17,practice4,offer44,sector8,segment42,director82,manager16,source2,NA,PLQ
account71,1,14000,10/10/16,22/12/16,practice2,offer20,sector8,segment42,director159,manager28,source2,NA,AEM
account484,1,9000,27/9/16,11/10/16,practice1,offer10,sector8,segment43,director147,manager238,source2,NA,MWA
account220,1,20000,27/9/16,17/10/16,practice1,offer10,sector8,segment41,director147,manager73,source2,NA,DII
account691,0,464000,8/3/18,16/8/18,practice3,offer40,sector2,segment25,director34,manager22,NA,NA,SWU
account219,1,90675,8/3/18,24/4/18,practice1,offer54,NA,segment14,director154,manager229,NA,NA,DEJ
account691,1,140930,8/3/18,27/4/18,practice1,offer11,NA,segment25,director34,manager305,NA,NA,SWU
account577,1,12000,8/3/18,16/3/18,practice1,offer54,NA,segment22,director122,manager93,NA,NA,PHE
account434,1,8500,9/3/18,10/3/18,practice1,offer54,NA,segment25,director169,manager195,NA,NA,LTU
account446,1,9090.91,9/3/18,1/5/18,practice1,offer56,NA,segment21,director131,manager106,NA,NA,LWB
account601,1,23500,9/3/18,9/3/18,practice1,offer54,NA,segment44,director111,manager45,NA,NA,QIC
account749,1,272200,7/3/18,3/4/18,practice3,offer44,NA,segment25,director115,manager32,NA,NA,USY
account749,1,22000,7/3/18,9/3/18,practice3,offer42,NA,segment25,director135,manager52,NA,NA,USY
account10,0,100000,7/3/18,24/4/18,practice1,offer44,NA,NA,director1,manager97,NA,NA,AFX
account691,1,24885,10/1/18,1/2/18,practice1,offer54,NA,segment25,director13,manager217,NA,NA,SWU
account241,0,150000,5/1/18,21/2/18,practice1,offer53,NA,segment20,director83,manager206,NA,NA,DED
account550,1,154000,10/1/18,6/3/18,practice3,offer31,NA,segment5,NA,manager100,source7,NA,PSN
account287,0,150000,6/10/16,29/11/16,practice4,offer51,sector2,segment20,director160,manager49,source2,NA,DWD
account663,0,70550,6/10/16,16/11/16,practice4,offer51,sector4,NA,director131,manager311,source2,NA,PHN
account220,1,10950,6/10/16,6/10/16,practice1,offer10,sector8,segment41,director147,manager73,source2,NA,DII
account691,1,8000,6/10/16,7/10/16,practice1,offer10,sector2,segment25,director34,manager300,source2,NA,SWU
account269,1,60000,26/6/18,18/7/18,practice4,offer46,NA,segment17,director135,manager75,source5,Sole sourced,NDP
account269,1,95800,26/6/18,18/7/18,practice4,offer44,NA,segment17,director135,manager75,source5,Sole sourced,NDP
account61,0,72650,26/6/18,13/7/18,practice3,offer41,NA,segment19,director61,manager40,NA,NA,ACQ
account255,1,8201.16,5/1/18,5/1/18,practice1,offer54,NA,segment38,director158,manager165,source5,NA,DIM
account89,1,5400,9/1/18,11/1/18,practice1,offer54,NA,NA,director143,manager165,NA,NA,RCA
account241,0,250000,8/1/18,12/6/18,practice4,offer43,NA,segment20,director152,manager183,source7,NA,DED
account630,1,227050,8/1/18,15/2/18,practice1,offer54,NA,segment22,director10,manager215,NA,NA,RCH
account241,1,8900,8/1/18,1/2/18,practice1,offer54,sector2,segment20,director94,manager198,NA,NA,DED
account244,0,15000,9/1/18,19/3/18,practice3,offer30,NA,segment17,director147,manager239,source2,NA,DSE
account241,1,20000,9/1/18,11/1/18,practice4,offer43,sector2,segment20,director74,manager273,NA,NA,DED
account241,1,2350,9/1/18,6/2/18,practice3,offer30,NA,segment20,director141,manager237,source2,NA,DED
account228,0,290950,26/10/16,26/11/16,practice3,offer44,NA,segment19,director29,manager32,source2,NA,DAF
account220,0,9750,26/10/16,28/3/17,practice4,offer44,sector1,segment41,director26,manager181,source2,NA,DII
account298,1,69818,26/10/16,14/11/16,practice4,offer51,NA,segment19,director160,manager220,source2,NA,DCO
account107,0,82500,6/3/18,27/3/18,practice3,offer42,NA,NA,director112,manager239,NA,NA,BAV
account554,0,100000,6/3/18,12/4/18,practice1,offer54,NA,NA,director169,manager136,NA,NA,POS
account79,1,40000,14/3/18,29/8/18,practice4,offer44,sector1,NA,director126,manager81,NA,NA,AIA
account84,1,386400,14/3/18,14/5/18,practice4,offer43,sector2,segment25,director70,manager97,source1,NA,ANU
account256,0,140392,24/10/16,4/1/17,practice4,offer44,sector5,segment19,director82,manager273,source2,NA,DHP
account772,1,1000,24/10/16,24/10/16,practice1,offer10,sector5,segment21,director169,manager165,source2,NA,VHN
account220,1,82900,24/10/16,19/11/16,practice4,offer44,sector8,segment41,director83,manager73,source2,NA,DII
account487,1,55000,16/1/18,7/6/18,practice1,offer54,sector4,segment1,director60,manager55,NA,NA,MCR
account244,1,5200,17/1/18,26/2/18,practice4,offer30,NA,segment17,director26,manager320,NA,NA,DSE
account239,1,43000,31/10/16,10/11/16,practice3,offer50,sector2,segment25,director113,manager87,source2,NA,DEA
account241,1,38000,16/1/18,18/1/18,practice3,offer38,NA,segment20,director50,manager100,NA,NA,DED
account9,0,150000,16/1/18,20/3/18,practice1,offer11,NA,segment28,director100,manager217,NA,NA,AAT
account146,1,145350,16/1/18,9/3/18,practice3,offer38,NA,segment10,director36,manager128,NA,NA,CIN
account179,1,32800,16/1/18,31/1/18,practice3,offer40,NA,segment19,director147,manager239,source2,NA,CCY
account241,1,16800,16/1/18,18/1/18,practice3,offer42,NA,segment20,director112,manager231,source2,NA,DED
account73,1,9091,23/6/18,25/6/18,practice1,offer56,NA,segment15,director4,manager39,NA,NA,AFP
account211,1,10800,15/1/18,16/1/18,practice3,offer42,NA,NA,director105,manager8,source5,NA,CRD
account338,0,200000,4/10/16,21/10/16,practice1,offer8,sector3,segment40,director115,manager63,source2,NA,FSR
account182,1,42000,4/10/16,4/10/16,practice1,offer8,NA,segment19,director117,manager154,source2,NA,TCC
account175,1,13000,4/10/16,6/10/16,practice1,offer10,sector2,segment25,director52,manager165,source2,NA,CHI
account719,1,15000,4/10/16,31/10/16,practice1,offer8,sector4,segment22,director117,manager154,source2,NA,THB
account515,1,NA,4/10/16,3/4/17,practice4,offer44,sector5,segment13,director26,manager17,source2,NA,NBS
account646,1,13636,4/10/16,8/11/16,practice3,offer35,sector4,segment1,director1,manager161,source2,NA,SBV
account269,0,150000,16/1/18,15/11/18,practice1,offer13,NA,segment17,director158,manager165,source3,NA,NDP
account448,1,15000,9/2/18,23/2/18,practice1,offer54,NA,segment10,director169,manager93,NA,NA,MCH
account303,1,34950,9/2/18,10/5/18,practice1,offer54,NA,segment10,director99,manager42,NA,NA,DJP
account241,1,32400,9/2/18,9/2/18,practice1,offer56,NA,segment20,director34,manager186,source2,NA,DED
account11,1,6600,9/2/18,14/2/18,practice1,offer54,sector8,segment2,director147,manager76,source2,NA,AVS
account785,1,16400,6/2/18,8/2/18,practice4,offer44,sector4,segment19,director60,manager115,NA,NA,COU
account587,1,13200,7/2/18,26/6/18,practice1,offer54,NA,segment25,director169,manager142,NA,NA,PLU
account775,0,41400,7/2/18,8/3/18,practice4,offer44,NA,segment28,director26,manager320,NA,NA,LSB
account289,0,90000,7/2/18,28/3/18,practice4,offer43,sector8,segment24,director26,manager126,NA,NA,DMR
account220,1,182600,9/2/18,9/2/18,practice4,offer43,sector8,segment41,director26,manager320,NA,NA,DII
account655,1,10400,10/2/18,8/3/18,practice3,offer41,NA,segment19,director141,manager237,NA,NA,ACT
account464,0,500000,10/2/18,29/6/18,practice1,offer54,NA,segment25,director51,manager101,NA,NA,MUN
account241,1,2350,10/2/18,27/2/18,practice1,offer41,NA,segment20,director141,manager237,NA,NA,DED
account246,0,70000,10/2/18,17/7/18,practice1,offer53,sector1,segment14,director5,manager281,NA,NA,DOF
account252,0,200000,10/2/18,2/7/18,practice4,offer44,sector4,segment19,director160,manager115,NA,NA,DHW
account241,1,3700,21/10/16,24/10/16,practice1,offer10,sector2,segment20,director52,manager165,source2,NA,DED
account393,0,77000,21/10/16,16/11/16,practice1,offer8,sector4,segment10,director51,manager213,source2,NA,IME
account389,0,50000,7/10/16,22/11/16,practice4,offer44,sector5,NA,director160,manager49,source2,NA,HOC
account515,0,60000,8/2/18,16/3/18,practice3,offer40,NA,segment13,director141,manager11,NA,NA,NBS
account761,0,82000,8/2/18,8/3/18,practice4,offer50,NA,segment28,director81,manager206,NA,NA,VGR
account220,1,13000,8/2/18,28/2/18,practice1,offer54,sector8,segment41,director147,manager76,source2,NA,DII
account158,1,100000,9/2/18,12/4/18,practice3,offer40,NA,segment34,director155,manager291,NA,NA,CEO
account769,1,19500,9/2/18,7/3/18,practice1,offer56,NA,NA,director169,manager195,NA,NA,VCI
account367,1,29900,9/2/18,16/2/18,practice1,offer56,NA,segment25,director74,manager314,source3,NA,GRF
account241,1,45050,9/2/18,20/2/18,practice4,offer56,sector2,segment20,director18,manager26,source2,NA,DED
account496,1,40000,9/2/18,14/2/18,practice1,offer56,NA,segment25,director169,manager209,NA,NA,MSH
account198,1,36363.64,18/1/18,24/1/18,practice3,offer41,NA,NA,director103,manager214,source4,Sole sourced,CLN
account255,1,46000,22/1/18,23/1/18,practice3,offer40,sector7,segment38,director79,manager275,NA,NA,DIM
account316,1,15100,22/1/18,25/1/18,practice3,offer58,NA,segment15,director93,manager193,NA,NA,EST
account586,0,130000,17/1/18,1/3/18,practice3,offer41,NA,NA,director93,manager305,NA,NA,PLG
account251,0,56000,22/1/18,23/7/18,practice4,offer44,sector4,segment19,director49,manager97,NA,NA,DHA
account519,0,70100,22/1/18,4/4/18,practice4,offer44,NA,NA,director126,manager81,NA,NA,NHB
account232,0,200000,22/1/18,29/5/18,practice4,offer43,sector5,segment19,director1,manager273,NA,NA,DOC
account244,1,100000,18/1/18,22/2/18,practice1,offer15,NA,segment17,director78,manager183,NA,NA,DSE
account802,1,238000,18/1/18,6/4/18,practice1,offer56,sector5,segment11,director169,manager142,NA,NA,WLN
account220,1,182600,18/1/18,9/2/18,practice4,offer43,NA,segment41,director26,manager320,NA,NA,DII
account251,1,32500,19/1/18,1/2/18,practice4,offer44,NA,segment19,director113,manager134,NA,NA,DHA
account528,0,400000,19/1/18,1/5/18,practice3,offer38,NA,segment24,director162,manager148,source2,NA,NBN
account443,1,5727,19/1/18,20/1/18,practice3,offer31,NA,segment11,director162,manager306,NA,NA,LAN
account279,1,40000,18/10/16,30/6/17,practice4,offer44,sector5,segment19,director1,manager273,source2,NA,DFC
account548,1,59900,18/10/16,18/10/16,practice1,offer8,NA,segment19,director83,manager71,source2,NA,DOH
account692,1,28500,18/10/16,20/10/16,practice1,offer8,sector8,segment43,director51,manager303,source2,NA,SWA
account285,1,14500,18/10/16,18/10/16,practice4,offer44,NA,segment45,director126,manager246,source2,NA,PMC
account552,1,60000,19/2/16,2/1/17,practice3,offer34,sector3,segment44,director135,manager262,source2,NA,NTG
account634,1,10000,19/2/16,30/5/18,practice1,offer10,sector4,NA,director33,manager181,source2,NA,RFM
account55,1,102300,16/10/18,26/10/18,practice4,offer44,NA,segment33,director113,manager104,NA,NA,ABM
account264,1,64000,16/10/18,8/11/18,practice4,offer43,NA,segment28,director26,manager136,NA,NA,DJU
account244,0,97000,20/6/16,5/7/16,practice3,offer33,sector8,segment17,director147,manager238,source2,NA,DSE
account692,1,50000,20/6/16,20/6/16,practice3,offer33,sector8,segment43,director51,manager60,source2,NA,SWA
account627,1,9000,20/6/16,22/6/16,practice1,offer10,sector2,segment25,director169,manager165,source2,NA,RMI
account262,1,160700,20/6/16,12/7/16,practice4,offer45,sector7,segment28,director160,manager220,source2,NA,CRR
account254,1,92810,20/6/16,7/7/16,practice1,offer10,NA,segment19,director122,manager205,source2,NA,DHS
account471,1,44950,22/6/16,24/8/16,practice4,offer44,sector3,NA,director85,manager290,source2,NA,MNM
account630,0,20000,18/8/16,18/1/17,practice4,offer44,sector4,segment22,director126,manager97,source2,NA,RCH
account367,1,44450,31/7/17,9/8/17,practice4,offer43,NA,segment25,director74,manager150,source11,NA,GRF
account740,1,1,27/4/18,23/8/18,practice1,offer11,NA,segment25,director83,manager297,NA,NA,UME
account787,1,90727.27,4/5/18,25/6/18,practice1,offer28,sector4,NA,director60,manager115,NA,NA,WPH
account740,1,48000,1/5/18,1/5/18,practice1,offer56,sector2,segment25,director81,manager297,NA,NA,UME
account749,0,1700000,12/5/17,12/5/17,practice3,offer34,NA,segment25,director135,manager192,source2,NA,USY
account618,1,125000,12/5/17,12/5/17,practice1,offer3,sector3,segment26,director78,manager25,source2,NA,RCV
account130,0,50000,4/8/17,4/10/17,practice2,offer53,sector6,segment19,director117,manager35,source2,NA,BCC
account237,1,131180,30/4/18,11/5/18,practice4,offer44,sector2,segment20,director160,manager220,source3,NA,WDE
account740,1,96468.18,2/8/17,20/9/17,practice4,offer56,NA,segment25,director70,manager229,source10,NA,UME
account240,0,263000,1/5/18,30/5/18,practice4,offer44,sector2,segment20,director70,manager281,NA,NA,DEW
account231,1,52000,2/8/17,7/8/17,practice4,offer44,NA,segment19,director160,manager99,source2,NA,DHG
account521,1,138780,2/8/17,27/9/17,practice1,offer11,NA,NA,director117,manager157,source10,NA,NVR
account37,0,518181.81,1/5/18,2/6/18,practice4,offer43,NA,segment28,director26,manager229,NA,NA,AGS
account84,0,60000,1/5/18,21/5/18,practice4,offer44,sector2,segment25,director70,manager240,NA,NA,ANU
account526,1,3000,1/5/18,10/5/18,practice4,offer44,sector2,segment25,director126,manager81,NA,NA,NAV
account244,0,125500,1/5/18,9/6/18,practice4,offer50,sector8,segment17,director26,manager206,NA,NA,DSE
account240,0,450000,1/5/18,30/5/18,practice4,offer44,sector2,segment20,director70,manager281,NA,NA,DEW
account638,1,31500,11/7/17,12/7/17,practice1,offer54,NA,segment23,director60,manager99,source5,NA,RUA
account548,0,200000,16/4/18,18/4/18,practice4,offer42,NA,segment19,director149,manager161,NA,NA,DOH
account394,1,152000,16/4/18,6/4/18,practice3,offer41,sector4,segment26,director122,manager192,NA,NA,ICR
account449,0,100000,20/1/17,8/2/17,practice2,offer20,sector6,segment18,director58,manager137,source2,NA,LIO
account352,1,10500,20/1/17,14/2/17,practice1,offer10,sector8,segment17,director147,manager277,source2,NA,GCS
account278,1,7350,20/1/17,2/2/17,practice1,offer10,sector8,segment37,director147,manager76,source2,NA,DIN
account645,1,2100,20/1/17,6/2/17,practice1,offer10,sector5,segment8,director147,manager76,source2,NA,STC
account110,1,16800,20/1/17,6/2/17,practice1,offer10,sector8,segment43,director147,manager76,source2,NA,BWA
account251,0,59000,23/4/18,21/5/18,practice4,offer44,sector4,segment19,director70,manager293,NA,NA,DHA
account97,1,38500,23/4/18,10/5/18,practice1,offer53,sector5,NA,director169,manager127,NA,NA,AVI
account691,0,80000,13/4/18,13/7/18,practice1,offer56,NA,segment25,director34,manager305,NA,NA,SWU
account401,1,16000,13/4/18,16/4/18,practice3,offer41,NA,segment23,director50,manager100,NA,NA,IDS
account548,1,24335.44,13/4/18,1/5/18,practice4,offer56,NA,segment19,director99,manager128,source2,NA,DOH
account179,1,85500,20/11/18,23/11/18,practice1,offer58,NA,segment19,director147,manager239,NA,Sole sourced,CCY
account258,0,200000,14/4/18,2/5/18,practice4,offer43,sector1,segment14,director70,manager281,NA,NA,DIT
account12,0,100000,14/4/18,25/5/18,practice4,offer44,sector8,NA,director28,manager252,NA,NA,ALB
account251,1,108510,21/1/17,20/4/17,practice4,offer44,sector4,segment19,director113,manager156,source2,NA,DHA
account543,1,177000,25/4/18,4/6/18,practice1,offer55,NA,segment14,director52,manager217,NA,NA,IIN
account610,1,258400,25/4/18,27/4/18,practice1,offer56,NA,segment24,director34,manager305,NA,NA,QUR
account241,1,18162.5,21/4/18,27/4/18,practice4,offer46,NA,segment20,director52,manager106,NA,NA,DED
account64,1,1500,20/2/17,20/2/17,practice3,offer34,sector2,segment34,director74,manager141,source2,NA,ACP
account806,0,80000,5/10/16,14/3/17,practice2,offer25,sector3,NA,director162,manager51,source2,NA,WIB
account548,1,7876.88,5/10/16,5/10/16,practice4,offer44,sector4,segment19,director85,manager119,source2,NA,DOH
account691,1,23760,13/10/16,17/10/16,practice1,offer5,sector2,segment25,director34,manager181,source2,NA,SWU
account241,1,10000,13/10/16,18/10/16,practice4,offer44,sector2,segment20,director126,manager246,source2,NA,DED
account253,1,93800,5/7/18,30/7/18,practice3,offer40,NA,segment19,director153,manager72,NA,Sole sourced,DHV
account702,0,109000,5/7/18,30/8/18,practice4,offer44,NA,segment23,director42,manager252,NA,NA,GUM
account719,1,130400,5/7/18,20/8/18,practice1,offer41,sector6,segment22,director117,manager116,source5,NA,THB
account784,1,6800,5/7/18,9/7/18,practice1,offer56,NA,segment13,director2,manager2,NA,Sole sourced,VSA
account505,1,12000,30/1/18,8/2/18,practice1,offer56,NA,segment3,director153,manager292,source2,NA,MUV
account548,1,170900,30/1/18,12/4/18,practice4,offer43,sector4,segment19,director149,manager109,NA,NA,DOH
account220,1,8850,5/10/16,10/10/16,practice4,offer44,sector8,segment41,director26,manager181,source2,NA,DII
account253,0,NA,5/10/16,7/3/17,practice4,offer51,sector4,segment19,director131,manager179,source2,NA,DHV
account256,0,1,5/10/16,5/2/18,practice4,offer44,sector5,segment19,director82,manager141,source2,NA,DHP
account44,1,66000,31/1/18,1/2/18,practice4,offer44,NA,segment42,director26,manager320,NA,NA,SPI
account514,1,8750,31/1/18,2/2/18,practice3,offer42,NA,segment13,director141,manager237,NA,NA,NDI
account378,1,350000,31/1/18,24/5/18,practice3,offer32,NA,segment19,director36,manager273,NA,NA,HET
account245,1,79300,31/1/18,2/2/18,practice1,offer54,NA,segment19,director113,manager68,NA,NA,HSN
account750,1,20000,6/10/16,6/10/16,practice1,offer10,NA,segment25,director158,manager282,source2,NA,UTA
account55,0,200000,15/10/16,18/11/16,practice4,offer51,sector4,segment33,director113,manager290,source2,NA,ABM
account496,1,11140,1/3/17,31/3/17,practice1,offer10,sector2,segment25,director34,manager165,source2,NA,MSH
account265,1,24500,1/3/17,4/4/17,practice3,offer33,sector8,segment19,director111,manager219,source2,NA,DIP
account253,1,250000,1/3/17,10/4/17,practice4,offer45,sector4,segment19,director149,manager26,source2,NA,DHV
account208,1,180000,16/8/17,29/9/17,practice1,offer11,NA,segment19,director150,manager2,NA,NA,CPA
account206,1,2500,17/10/16,19/10/16,practice2,offer20,NA,NA,director58,manager137,source2,NA,CMR
account497,0,111363.63,31/8/17,26/9/17,practice3,offer40,NA,NA,director141,manager288,NA,NA,MLV
account240,0,13500,31/1/17,21/2/17,practice4,offer44,sector2,segment20,director141,manager182,source2,NA,DEW
account593,1,8000,31/1/17,3/2/17,practice4,offer51,sector2,NA,director113,manager232,source2,NA,PAI
account264,1,59091,23/10/18,20/11/18,practice1,offer56,NA,segment28,director102,manager212,NA,NA,DJU
account273,1,96800,13/10/18,30/10/18,practice3,offer40,sector1,segment45,director107,manager145,source7,Competitive,DPQ
account772,1,1000,19/10/18,19/10/18,practice4,offer44,NA,segment21,director131,manager258,source2,Sole sourced,VHN
account9,0,40000,22/3/17,18/4/17,practice1,offer8,sector7,segment28,director150,manager279,source2,NA,AAT
account185,0,50000,22/3/17,20/4/17,practice2,offer24,sector8,segment41,director29,manager173,source2,NA,CAS
account254,0,70000,22/3/17,5/2/18,practice4,offer44,sector5,segment19,director131,manager183,source2,NA,DHS
account722,0,10000,22/2/17,6/5/17,practice2,offer24,sector8,segment24,director58,manager176,source2,NA,ITA
account220,1,10909,22/2/17,22/2/17,practice4,offer45,sector8,segment41,director39,manager73,source2,NA,DII
account278,1,10800,22/2/17,2/3/17,practice1,offer10,sector8,segment37,director147,manager238,source2,NA,DIN
account358,1,72000,22/2/17,22/2/17,practice4,offer44,sector4,NA,director158,manager282,source2,NA,GVH
account501,0,120000,18/2/17,18/7/17,practice1,offer9,sector2,segment25,director83,manager192,source2,NA,MUR
account157,1,180000,7/2/17,17/2/17,practice3,offer10,NA,NA,director141,manager216,source2,NA,CGC
account784,1,3825,7/2/17,21/4/17,practice3,offer35,sector5,segment13,director159,manager237,source2,NA,VSA
account261,1,65000,18/2/17,20/2/17,practice3,offer33,sector7,segment28,director115,manager87,source2,NA,AGJ
account318,1,21875,17/2/17,18/2/17,practice1,offer10,sector5,segment16,director169,manager237,source2,NA,EMP
account245,1,135900,17/2/17,15/3/17,practice4,offer45,sector5,segment19,director1,manager97,source2,NA,HSN
account254,0,85909.09,17/2/17,17/2/17,practice4,offer50,NA,segment19,director131,manager273,source2,NA,DHS
account71,1,59670,22/3/17,3/5/17,practice4,offer51,sector8,segment42,director29,manager136,source2,NA,AEM
account263,0,25000,22/3/17,27/5/17,practice4,offer44,sector7,segment28,director82,manager145,source2,NA,DJQ
account52,1,108000,22/5/17,22/5/17,practice3,offer34,sector4,NA,director149,manager68,source2,NA,AQX
account315,1,43900,22/5/17,31/5/17,practice4,offer51,sector7,segment15,director19,manager288,source2,NA,EMV
account225,1,71000,15/11/18,6/12/18,practice1,offer54,NA,NA,director28,manager303,NA,NA,TTI
